City,Country,DBA,Email,FaxNumber,Id,Name,PhoneNumber,PhysicalState,ProviderId,ProviderUpdatedOn,RemoveReason,RequestType,Status,StreetAddress,UpdatedOn,Website,ZipCode
Prairieville,US,"R. R. Cassidy, Inc",amandadufresne@rrcassidy.com,,3b330b14-7fe6-41c1-96c3-634cf729c74b,"R. R. Cassidy, Inc",+1 225-673-4111,Louisiana (LA),59c35516-b0f4-4705-9c44-223536d5f1eb,2026-01-14T14:19:27.533969+00:00,Involuntary Removal,None,Active,37471 Louisiana 427,2022-07-12T16:29:42.632645+00:00,,70769
Charlevoix,US,,lyonsmarineconstruction@gmail.com,,14cc93fd-ba62-4ebd-9e25-1469be2fffcf,R. B. Lyons Inc.,+1 231-547-2145,Michigan (MI),b8764f5b-d844-4f7a-9746-d04712ef96d3,2026-01-14T14:48:32.963087+00:00,Involuntary Removal,None,Active,6530 Brown Rd,2023-02-28T14:17:54.582588+00:00,,49720-9376
Renton,US,,tristank@rlalia.com,,95d76ab6-bcda-4022-bc20-34661ef389a9,R L Alia Company,+1 425-226-8100,Washington (WA),36038440-fa13-4d86-b691-161e1218f00b,2026-01-14T14:07:22.785957+00:00,Involuntary Removal,None,Active,107 Williams Avenue South,2024-07-31T14:23:36.281461+00:00,,98057
Madras,US,,rhughesequipment@gmail.com,,c49191ff-98a1-441d-b26c-f75808d81a4d,R Hughes Equipment,+1 541-460-0733,Oregon (OR),c943c29f-f927-4759-bf4f-4714741b0374,2025-10-22T18:31:47.757348+00:00,Voluntary Removal,None,Active,376 SW G ST,2022-01-18T14:21:16.15613+00:00,,97741
Los Molinos,US,,rockytonya@sbcglobal.net,,939ba48c-8ebf-4741-89b5-171f0432d82e,R Bars Ranches,+1 530-604-1827,California (CA),8b72eaab-dd1b-4fd4-8019-1e1939cd88b9,2026-01-14T14:34:59.650188+00:00,Involuntary Removal,None,Active,9550 Shasta Blvd,2022-08-18T11:46:32.08061+00:00,,96055
Marshall,US,,randctransportllc@gmail.com,,f2bfdb9b-acdc-4dce-8c5b-b9039a7970d6,r and c transport llc,+1 816-615-2055,Missouri (MO),681bffde-6dc3-4245-8022-f331854e83f7,2026-01-14T14:24:19.761483+00:00,Involuntary Removal,None,Active,833 N Brunswick Ave,2024-03-20T15:42:29.881253+00:00,,65340-1267
Canon,US,,pepper@leesweldingandmechanical.com,,6d2f6eeb-b90e-4fdc-bb0c-88671f09669f,R & R Grading LLC,+1 864-430-6033,Georgia (GA),2a39ef6c-8b23-4ed4-b6a9-c13a0ff65713,2025-11-04T13:54:45.706967+00:00,Involuntary Removal,None,Active,4892 New Franklin Church Rd,2022-05-20T14:29:30.80116+00:00,,30520
Caseyville,US,,RandMSewer@gmail.com,,43d425ce-10e4-41ee-869d-c3c036084451,"R & M Sewer Group, LLC",+1 618-344-8563,Illinois (IL),ad8133e4-9700-49e0-a791-b133e670d6a5,2025-11-04T14:15:17.212931+00:00,Involuntary Removal,None,Active,396 Bethel Mine Rd,2022-09-08T20:04:11.568147+00:00,,62232
Kernersville,US,,x1badtoy31x@yahoo.com,,07005e8f-5ea7-4412-8a53-18955537df14,R & H Nelson Trucking LLC,+1 336-341-1155,North Carolina (NC),7ff97545-171d-4e45-a3e9-48af6339ab4f,2026-01-14T14:31:43.123448+00:00,Involuntary Removal,None,Active,113 Crestland Dr,2022-01-18T14:20:47.914852+00:00,,27284
HILO,US,,alohapumehana@hawaii.rr.com,,2db77cea-7846-4f3c-a486-11832adf8ae2,R & E Trucking,+1 808-959-7137,Hawaii (HI),8a3ef388-8bed-4ae8-bf4e-fe90be57cd09,2026-01-14T14:34:40.836289+00:00,Involuntary Removal,None,Active,"2177 Ainakahele St, Hilo",2024-08-05T12:11:48.168196+00:00,,96720
Quitman,US,www.quitmansd.org,truxlerd@quitman.k12.ar.us,,6d2c7a7c-4c16-42f4-a43d-9bd23884f23f,Quitman School District,+43 50 1058 93156,Arkansas (AR),e8f012e2-5a59-4e98-8b1d-2f0c485669ed,2025-11-04T14:25:22.634871+00:00,Involuntary Removal,None,Active,6275 Heber Springs Rd W,2022-02-16T19:14:48.332911+00:00,http://quitmansd.org,72131-9294
Quinter,US,Quinter Public Schools,superintendent@quinterschools.org,,99087749-428f-4615-a336-5063639d7ec4,Quinter Public Schools,+1 785-754-2470,Kansas (KS),92b65013-cf23-49b3-8145-546f68777624,2025-11-04T14:10:45.104761+00:00,Involuntary Removal,None,Active,601 Gove St,2024-09-12T19:06:55.603996+00:00,,67752
Quincy,US,Quincy Storage & Transfer Co.,rickb@quincystg.com,+1 217-222-6151,61733640-aef5-4965-b944-26adbb336dcc,Quincy Storage & Transfer Co.,+1 217-222-1144,Illinois (IL),417ed509-eebe-45ed-bed3-afc8a57acdfa,2025-11-04T13:57:56.608107+00:00,Involuntary Removal,None,Active,2925 Wismann Ln,2022-02-14T18:39:37.204631+00:00,http://www.quincystg.com,62301
La Push,US,,headstart.director@quileutetribe.com,,1e1d9326-9ff8-4a05-ba33-1321f3b4b1f3,Quileute Head Start,+1 360-374-2631,Washington (WA),2e8ae537-7159-44d9-a888-d6c4f4b531f9,2025-11-06T13:36:44.06526+00:00,Voluntary Removal,None,Active,8 By-Yak-Way,2024-03-12T17:08:59.273782+00:00,,98350
Greenup,US,,keithwellman@quickresponseinc.com,,81627fb8-fbc5-4b16-87a8-804cab6f7454,Quick Response Inc,+1 606-834-8345,Kentucky (KY),969d76f1-cbed-43a5-954b-2527421c9fe0,2025-11-04T14:11:56.466417+00:00,Involuntary Removal,None,Active,1505 Industrial Pkwy,2022-03-15T19:39:18.382298+00:00,,41144
Indianapolis,US,Ecobat (fka Quemetco),courtney.greb@ecobat.com,,a2503047-1f6d-467c-b970-04cd2b1eff82,Quemetco Inc,+1 317-515-6875,Indiana (IN),10e7fa1d-2349-4655-8672-ef7a0c84124a,2025-11-04T13:51:17.067479+00:00,Involuntary Removal,None,Active,4430 Sam Jones Expressway,2022-06-28T19:31:19.440714+00:00,,46241
Murfreesboro,US,,DANIEL@QUEENSTREE.COM,+1 615-777-6669,3438881a-35b0-441a-baf2-c49d10bf94a1,"Queen's Tree Surgery, Inc",+1 615-642-0249,Tennessee (TN),8d06e8c0-037b-46cc-9fdf-153399d85479,2025-11-04T14:11:21.414894+00:00,Involuntary Removal,None,Active,5907 Burnt Knob Rd,2023-12-01T20:31:29.093379+00:00,http://www.queenslandclearing.com,37129
Queen City,US,,jsimon@qcisd.net,+1 903-796-0248,a895372a-3547-4a24-bb8a-ff240aaeae7d,Queen City ISD,+1 903-796-8256,Texas (TX),d94add40-3e34-4b71-bf06-4d9198682c76,2026-01-14T14:59:10.702112+00:00,Involuntary Removal,None,Active,1015 Houston St,2022-03-23T16:44:38.880564+00:00,,75572
Greenwood,US,,queenbtruckingsch@gmail.com,,d65d3242-e6e9-4095-bb2e-3c1b6c77bcf0,Queen B Trucking School LLC,+1 662-458-9989,Mississippi (MS),d18f9184-a5ae-4692-89fa-24640535bdf0,2025-11-04T14:22:15.828394+00:00,Involuntary Removal,None,Active,227 W Market St,2022-11-11T21:17:56.674521+00:00,,38930-4357
Olive Hill,US,,quallsoil@hotmail.com,,e70996bc-cf49-48b2-84a6-d89694487f68,Qualls Oil Company,+1 606-286-2669,Kentucky (KY),ecbc6530-9a9d-45b7-8364-fd0ac9ee511c,2026-01-14T15:06:07.860707+00:00,Involuntary Removal,None,Active,55 state highway 174 us 60 west,2023-03-13T21:24:28.497293+00:00,,41164-0580
Oshkosh,US,Quality Truck Care Center,balda@qualitytruck.net,,4f157ea4-a8fb-4396-a150-0c9b65897e90,Quality Truck Care Center,+1 920-231-2122,Wisconsin (WI),a06f8c50-d39c-42b6-b391-e94149cf1743,2026-01-14T14:40:47.567376+00:00,Involuntary Removal,None,Active,5725 Green Valley Rd,2022-09-29T17:18:27.873465+00:00,,54904
Fremont,US,,qtreeservice@yahoo.com,,10456ea2-ebd3-4bf6-9a5f-e04a024e12ba,"Quality Tree Service of Michigan, LLC",+1 231-924-8005,Michigan (MI),0e2131ad-8626-4c36-a494-0e5e64d4cf7d,2026-01-14T13:54:36.905988+00:00,Involuntary Removal,None,Active,9209 S Maple Island Rd,2024-08-12T20:38:50.448573+00:00,,49412-9306
Montgomery,US,"Quality Sweeping Services, LLC",ajakes83@yahoo.com,,9c5d7d7d-1d1e-4524-aa03-a48a609c7470,"Quality Sweeping Services, LLC",+1 612-518-2547,Minnesota (MN),5dc73eb1-3293-4393-89e3-e534ec382bd5,2025-11-04T14:02:48.666467+00:00,Involuntary Removal,None,Active,10673 LeSueur Ave,2022-07-08T19:42:11.106486+00:00,,56069
Bartow,US,,walker.weeks@qprtro.com,+1 863-533-0764,71e7180b-290f-4acc-80ec-154f7ad9099a,Quality Petroleum,+1 863-581-2344,Florida (FL),37985af0-e09e-4c3f-bb49-10728a9b0e67,2025-11-04T13:56:36.176412+00:00,Involuntary Removal,None,Active,765 W Main St,2022-10-20T19:17:23.113954+00:00,,33830-4302
Renton,US,,QSCTransport@yahoo.com,,d9e81aca-d367-4ab1-9b3c-77a396d59c2c,QSC Transport,+1 206-326-8165,Washington (WA),03225848-2754-4fc2-bad3-8701bc9bd458,2026-01-14T13:50:45.616118+00:00,Involuntary Removal,None,Active,19848 104th Ave SE,2024-03-13T12:44:33.628977+00:00,,98055-7366
Green Bay,US,QOS Fiber,paulh@qosfiber.com,,361d619d-9107-4f48-80b1-2b3ebb2d7a10,QOS Transportation LLC,+1 920-373-4041,Wisconsin (WI),53525605-2c42-4cc7-991d-28168328427c,2026-01-14T14:17:04.420143+00:00,Involuntary Removal,None,Active,1010 Centennial St,2025-10-02T21:08:03.751458+00:00,http://www.qosfiber.com,54304
Warrensburg,US,,jeremy_phillips@pwservicesllc.com,+1 217-672-3226,60e2d297-d66a-4d1a-ab03-ecae9208cae7,"PW Services, LLC",+1 217-672-3225,Illinois (IL),712f49fb-27b8-4f16-ad9c-d0239b06e4ad,2026-01-14T14:26:49.838128+00:00,Involuntary Removal,None,Active,390 W north Street,2022-07-28T11:44:12.559962+00:00,http://www.pwservicesllc.com,62573
Le Mars,US,,ejolley@pwfeenstra.com,,d5806bfb-882b-41fa-acee-7531f155959f,PW Feenstra Construction,+1 480-988-3449,Iowa (IA),da8967ac-ff78-4ff4-9a95-9afb14c6469c,2025-11-04T14:23:12.849369+00:00,Involuntary Removal,None,Active,1822 24th St,2023-05-26T20:32:12.857134+00:00,,51031
Brewster,US,,ppsdi909@gmail.com,,33df57b4-5be4-4262-9ba5-23707e3e9b84,Putnam Professional School of Driving Inc.,+1 845-721-2163,New York (NY),b35810fe-7462-44b5-93af-6ccb5ead6619,2025-11-04T14:15:58.092471+00:00,Involuntary Removal,None,Active,963 Route 22,2022-05-31T15:43:19.133685+00:00,,10509
Cookeville,US,Putnam County Solid Waste,dashburn@putnamcountytn.gov,,5500d483-01a2-456c-86aa-1851b2d60d7c,Putnam County Solid Waste,+1 931-528-3884,Tennessee (TN),95065b0f-e455-43a2-be0a-3955e3fc4f64,2026-01-14T14:37:29.574018+00:00,Involuntary Removal,None,Active,1846 S.Jefferson,2022-08-30T01:05:51.973613+00:00,,38501
Petaluma,US,Pure Luxury Transportation,staylor@pureluxury.com,,62094638-88f0-46df-950d-812468caf2b2,PURE LUXURY LIMOUSINE SERVICE INC,+1 707-775-2920,California (CA),c603aedf-4477-4444-b919-ebc1ee48e29a,2025-11-04T14:20:04.895669+00:00,Involuntary Removal,None,Active,4246 Petaluma Blvd. N.,2022-12-23T19:49:58.052957+00:00,http://www.pureluxury.com,94952
potosi,US,Purcell Tire & Service Centers,matt.leara@purcelltire.com,,1bd951b8-2271-4b40-ba2b-9585b6f3adc9,Purcell Tire & Rubber Co,+1 573-438-2131,Missouri (MO),12b17f4f-9ff7-49c5-8396-3327c8e06cad,2026-01-14T13:56:00.663437+00:00,Involuntary Removal,None,Active,301 n. hall st,2024-01-08T20:03:29.578828+00:00,,63664
FRESNO,US,,PUNJABTRUCKDRIVINGSCHOOL@GMAIL.COM,,e6adeb3e-2af2-47c2-a93c-44a7734e234f,PUNJAB TRUCK DRIVING SCHOOL INC,+1 559-835-4100,California (CA),be517996-d2bf-4f52-8785-86226d43e01d,2025-12-11T20:05:07.13142+00:00,Voluntary Removal,None,Active,3132 N WEBER AVE,2022-01-14T12:47:52.360867+00:00,HTTPS://PUNJABTRUCKDRIVINGSCHOOL.COM,93722
Oxford,US,,jmoody@pumpitsepticservices.com,,7c5e06d3-90c4-42ab-8203-a5f7c4990da7,PumpIT Septic Services LLC,+1 470-981-2488,Georgia (GA),9668b732-93f9-4cd3-9856-4729a6a32c01,2025-11-04T14:13:44.433628+00:00,Involuntary Removal,None,Active,193 Gum Creek Rd,2023-03-14T17:27:14.534709+00:00,,30054-4191
Madison,US,Pulvermacher Cartage of Wisconsin,info@pcowllc.com,,ff1d4cd1-8e0e-4b5c-8c88-e0c75da198ed,Pulvermacher Cartage of Wisconsin,+1 800-232-0637,Wisconsin (WI),6ecc2f91-80e0-4c69-bdf3-8441b19afc1d,2025-11-04T14:05:05.92588+00:00,Involuntary Removal,None,Active,5702 Manufacturers Dr,2023-07-19T16:00:37.140221+00:00,http://www.pcowllc.com,53704-6276
Wolsey,US,,jeraine@santel.net,,be91c5d5-ca1f-41cf-b6a9-8ad17306c787,Pullman’s well drilling inc,+1 605-883-4532,South Dakota (SD),068b6cfe-8e79-4371-b9dc-5d0ca7fb255e,2026-01-14T13:52:02.962434+00:00,Involuntary Removal,None,Active,264 Commercial Ave,2023-08-16T14:42:14.414742+00:00,,57384
Pullman,US,Pullman Disposal,darrell@pullmandisposal.com,,02054db2-3baa-488e-98a8-6da9f156c1fd,Pullman Disposal,+1 509-334-1914,Washington (WA),d2eabcd6-ba64-4ec0-b5be-ed3b1aecd8f8,2026-01-14T14:57:00.138031+00:00,Involuntary Removal,None,Active,135 NW Harold St,2025-09-26T12:47:56.441634+00:00,https://www.pullmandisposal.com,99163
Pulaski,US,,pngd@pulaski-tn.com,,a53c67e3-dd06-4624-9279-2fa460e58de3,Pulaski Natural Gas,+1 931-363-1752,Tennessee (TN),41652523-a720-4584-b60d-b38489d0ac91,2025-11-04T13:57:54.127939+00:00,Involuntary Removal,None,Active,203 S 1st St,2022-11-21T21:15:52.514407+00:00,,38478-3838
Port Angeles,US,PUD No.1 of Clallam County,terrym@clallampud.net,+1 360-457-8758,a1178a0b-5d48-4682-aa59-e08f3770c4ef,PUD No.1 of Clallam County,+1 360-565-3262,Washington (WA),74adfcf0-ab32-491b-8fb6-f33335fcd6ed,2026-01-14T14:28:11.141042+00:00,Involuntary Removal,None,Active,1936 W 18th St,2021-12-01T14:46:37.332659+00:00,,98363-5121
Sanford,US,Seminole County Board of County Commissioners,sevan@seminolecountyfl.gov,,679e267c-2970-49e3-bf8d-d2ace2bbdddc,Public Works Roads-Stormwater,+1 407-665-5632,Florida (FL),93b79c0a-6c8f-4a6d-827e-b6bad2f34612,2026-01-14T14:37:13.801902+00:00,Involuntary Removal,None,Active,177 Bush Loop,2022-02-01T12:02:00.745663+00:00,,32773
jacksonville florida,US,Public Works,jcarroll@coj.net,,6a2d49a4-6d48-42ff-be3e-0b221ef721e2,Public Works,+1 904-255-4300,Florida (FL),d902bcde-8523-401d-b4c3-eefa2db78243,2025-11-04T14:23:05.240913+00:00,Involuntary Removal,None,Active,609 St Johns Bluff Road N.,2022-01-25T12:11:53.966649+00:00,,32225
Watford City,US,,jellehgbalee@yahoo.com,,d9c01200-94c1-4403-8519-9921eb85091f,Psalm 126 Trucking,+1 701-318-6999,North Dakota (ND),52d1bd2a-6e3e-48b5-ae34-36965d28221f,2025-11-04T14:00:36.659107+00:00,Involuntary Removal,None,Active,109 Roosevelt St,2023-08-31T15:31:08.859132+00:00,,58854
Portland,US,Pro Truck Lines,wparsons@protrucklines.com,,eb093bef-d2ab-44ad-a639-0f632cf221d6,PS Trucking Inc,+1 503-224-2580,Oregon (OR),6805f61f-cdab-4c37-a7fb-4909a496bd01,2025-11-04T14:04:05.034611+00:00,Involuntary Removal,None,Active,9333 N Time Oil Rd,2021-08-26T20:44:45.063593+00:00,,97203
Marianna,US,,pryorbusline@outlook.com,,07308165-c686-41f4-afa8-9e7c5fe612fc,Pryor Bus Line Inc,+1 724-267-4180,Pennsylvania (PA),631aa7d6-68fc-4d99-8b21-10593e749f2d,2025-11-04T14:03:32.343552+00:00,Involuntary Removal,None,Active,2341 Beallsville Rd,2022-09-07T16:02:42.006929+00:00,,15345-1118
Lancaster,US,,bjglover0325@yahoo.com,,823e358a-9d7d-4af3-90f0-166be73e9665,Proverbs 3,+1 972-822-0734,Texas (TX),6ed89bf8-6f20-4eb4-a34a-92794adb2385,2026-01-14T14:26:15.520833+00:00,Involuntary Removal,None,Active,211 W Pleasant Run Rd,2024-05-23T14:10:38.181043+00:00,,75146
Hackensack,US,,protrans2011@yahoo.com,,b62bcd5f-0ffd-4e08-b36b-93ff5b5a16e4,ProTrans School Transportation LLC,+1 201-457-1961,New Jersey (NJ),b85b6391-e824-490d-836d-e3f319e5d0c1,2026-01-14T14:48:31.69259+00:00,Involuntary Removal,None,Active,191 Main St. Ste. 9,2023-12-07T15:21:30.876762+00:00,,07601
Macon,US,,arlin.bleclic@crosslayer.com,,188f73c1-4696-4083-9fda-b237db28fd61,Protech Transport LLC,+1 443-554-1407,Georgia (GA),c2a17db9-e7b6-4165-bff6-18bf360705ff,2025-11-04T14:18:50.993075+00:00,Involuntary Removal,None,Active,787 hillcrest Industrial Blvd,2022-01-06T14:18:48.74872+00:00,http://protechdiesels.com/?page_id=497,31204
Prophetstown,US,Prophetstown Lyndon Tampico CUSD #3,wanderson@plt3.org,,b0d8bbc7-c569-4674-a095-cdb4eb778cfb,Prophetstown Lyndon Tampico CUSD #3,+1 815-537-5101,Illinois (IL),cc180f20-5910-4354-916e-d68189148f9b,2025-11-04T14:20:48.456878+00:00,Involuntary Removal,None,Active,79 grove st,2022-03-01T17:16:38.632231+00:00,,61277
El Cajon,US,,hello@promising-futures.org,,99650092-088d-4fc7-a810-ade5a675837d,Promising Futures Inc,+1 619-592-4850,California (CA),14fca4d8-1702-4540-a208-1da28a9f46cd,2025-11-04T13:52:03.826054+00:00,Involuntary Removal,None,Active,109 E Lexington Ave,2022-09-30T08:34:59.50171+00:00,,92020
Park Forest,US,,prolifichauling2020@gmail.com,,f0f5d514-4dda-4658-a1cc-d12ae93b18c0,Prolific hauling llc ,+1 708-527-7542,Illinois (IL),9a8cce14-7313-46cf-b14c-0f1b5b1d4a97,2025-11-04T14:13:51.816738+00:00,Involuntary Removal,None,Active,508 Blair St,2022-02-20T14:49:55.600252+00:00,,60466-1004
East Moline,US,,aflannery@projectnow.org,+1 309-792-5829,1be19f14-292c-43ff-b758-de8d9b44a053,Project NOW INC,+1 309-792-4555,Illinois (IL),c5eb3861-d8a4-4844-9542-9ee89aaf18c6,2025-11-04T14:20:03.512807+00:00,Involuntary Removal,None,Active,499 27th St,2023-08-17T20:09:07.674316+00:00,,61244-1870
Woonsocket,US,SBG,dan@prohaultruck.com,+1 605-796-5014,d91ccc12-d7ba-4885-b9ce-0bae22ed1dc4,ProHaul,+1 605-350-4915,South Dakota (SD),be9e7349-4604-4274-bcb2-25ddf1fd8d44,2026-01-14T14:50:51.448484+00:00,Involuntary Removal,None,Active,39476 234th ST,2022-01-18T13:47:33.357556+00:00,,57385
Missouri City,US,Progression Enterprises LLC,managers@pellctrucking.com,,9a6d60f2-3570-4007-b035-298aba8ae298,Progression Enterprises LLC,+1 832-849-7645,Texas (TX),535d3830-346f-4e9f-8927-17a9f1d602ff,2025-11-04T14:00:45.404142+00:00,Involuntary Removal,None,Active,"2918 Manion Drive,",2023-05-10T15:02:54.594627+00:00,,77459
Baton Rouge,US,,profreightlogisticsllc@gmail.com,,d353815b-8357-4f4d-bc34-302c8cab20ae,Profreight Logistics LLC,+1 225-485-6730,Louisiana (LA),43283224-a93b-48b3-9441-a8c5974f54fc,2026-01-14T14:12:02.141505+00:00,Involuntary Removal,None,Active,4354 Dawson Dr,2023-12-04T17:55:00.155838+00:00,http://www.profreightlogistics.net,70805-1429
Houston,US,,jnovak@profrac.com,,4b164b52-e457-4a20-9186-5316871d9744,ProFrac Services,+1 304-517-9691,Texas (TX),f5b6b732-1ffc-4361-971b-9e1dc412d604,2025-11-04T14:27:21.953174+00:00,Involuntary Removal,None,Active,"1360 Post Oak Blvd, Suite 1800",2022-12-02T20:19:47.085803+00:00,,77056-3020
Jamaica,US,PTM Management Corp.,professional9401@gmail.com,,91866dd6-9afe-459d-ae0a-2549bd64aafa,Professional Transit,+1 718-558-0808,New York (NY),38980932-2595-4e1f-8ca4-bf09c7b59bb9,2025-11-04T13:56:43.523664+00:00,Involuntary Removal,None,Active,94-01 150th Street,2022-01-21T15:31:40.403475+00:00,,11435
Maumee,US,,john.craven@cdlinstruction.com,,8a727a38-e4bb-4e64-b2b5-842b1777a240,Professional Skills Institute,+1 800-216-5770,Ohio (OH),caa364bc-157c-4cab-ba70-41e0beabc8f2,2025-05-30T18:14:47.776832+00:00,Involuntary Removal,None,Active,1505 Holland Rd,2022-01-14T19:01:39.70177+00:00,,43537
Norristown,US,,jd212man@aol.com,,f5039c9a-6c21-4681-a240-e7e545b9aca7,Professional plus services inc,+1 610-584-7867,Pennsylvania (PA),48caedd3-6a24-431a-9f11-1ada5c0f2800,2026-01-14T14:13:41.418678+00:00,Involuntary Removal,None,Active,3034 mill rd,2022-11-23T19:11:49.106246+00:00,,19403
Summerhill,US,"Pro Disposal, INC.",prodisposalcm@gmail.com,,3b2005e8-ce93-4537-9677-bba25f666814,"Pro Disposal, INC.",+1 814-487-7033,Pennsylvania (PA),21d84ef5-4775-45d7-92a6-3b7c6d27fdc3,2025-11-04T13:53:32.893714+00:00,Involuntary Removal,None,Active,1288 Washington Avenue,2022-03-23T17:33:43.385964+00:00,,15958
Mitchell,US,,PROCONTRACTINGINC@LIVE.COM,,a8475282-b6ba-4ab3-940f-1c422e0dd4e1,Pro Contracting inc,+1 605-996-8350,South Dakota (SD),f3cf5c4e-a645-41fb-af35-a2079f0c199b,2026-01-14T15:08:34.896237+00:00,Involuntary Removal,None,Active,1905 W Havens Ave,2022-10-13T19:34:58.384234+00:00,,57301
pekin,US,San Juan Pools & Spas,brenth@sanjuanpekin.com,,0a76f8d4-ccf5-46c9-93a7-21634170a330,Privett Enterprises,+1 309-208-0383,Illinois (IL),d33b9f0e-fd84-47b4-9db7-8f3ff28d6bbe,2026-01-14T14:57:10.733127+00:00,Involuntary Removal,None,Active,2030 Broadway Street,2023-02-16T19:41:33.507652+00:00,,61554
NEW CASTLE,US,,kpritchett3@comcast.net,,4590220f-28cb-474e-8813-9c49d8b9e486,Pritchett's Backhoe Service LLC,+1 765-521-0559,Indiana (IN),7d23916a-1f8a-408d-afa8-331e28a2771d,2026-01-14T14:30:52.856144+00:00,Involuntary Removal,None,Active,2548 N STATE ROAD 3,2023-02-02T17:17:08.012531+00:00,,473629037
North Baltimore,US,Prism Propane,johnh@prismpropane.com,,1b0c9ff3-05c3-47fa-9f79-d98c0b36d1d7,Prism Propane Services of Ohio LLC.,+1 419-257-5035,Ohio (OH),95bd3a51-b011-4ba9-9d1e-5f7ef10fee18,2026-01-14T14:37:45.055929+00:00,Involuntary Removal,None,Active,"2020 Prism PKWY, P.O, box 188",2023-09-09T13:35:34.654703+00:00,,45872
Princeton,US,,llovett@tigertown.k12.mo.us,,51aa087f-55dd-489e-9d50-265aa8b6da0e,Princeton RV School District,+1 660-748-4500,Missouri (MO),248e6d3d-c23a-4651-b4ac-a34885225e93,2026-01-14T14:01:27.722535+00:00,Involuntary Removal,None,Active,1402 East Main Street,2021-12-06T16:10:39.753046+00:00,,64673
Princeton,US,Princeton Redi-Crete Inc,eric@redicreteinc.com,,c278009a-d99b-4834-a945-87ede7219381,Princeton Redi-Crete Inc,+1 815-326-2633,Illinois (IL),dda83913-69a4-442a-9785-3f4578c3e01d,2025-11-04T14:23:39.081224+00:00,Involuntary Removal,None,Active,533 East Railroad Avenue,2023-03-02T18:48:44.469065+00:00,https://www.redicreteprinceton.com,61356
Madison,US,Shawe-Pope John,parishtransportation@popeace.org,,89dc2db7-4957-4112-9c8a-f51f3ddd53b4,Prince Of Peace Catholic Schools,+1 812-265-4166,Indiana (IN),80a48c91-afa2-46b5-804f-c28badd2cd9a,2026-01-14T14:31:54.174219+00:00,Involuntary Removal,None,Active,305 W State St,2023-01-20T20:07:40.505702+00:00,,47250
Upper Marlboro,US,,glaskew@co.pg.md.us,,156088fb-13df-4be8-9889-3a7509cbade7,Prince George’s County Police,+1 301-516-5600,Maryland (MD),ed578693-13d1-47c4-8f53-7d1e673aabe4,2026-01-14T15:06:26.079604+00:00,Involuntary Removal,None,Active,8803 Police Plaza,2024-01-23T13:21:57.805662+00:00,,20772
Largo,US,,marratj@pgcc.edu,+1 443-518-4161,c8fa7198-8c9e-403f-84e5-b3be113116a0,Prince George's Community College,+1 443-518-4180,Maryland (MD),0364bc4f-be4c-4af3-a279-8dbcb89ee52e,2025-11-04T13:49:34.636053+00:00,Involuntary Removal,None,Active,301 Largo Road,2022-01-20T18:15:46.740087+00:00,https://www.pgcc.edu,20774
Wamego,US,Prince and long trucking llc,princeandlongtruckingllc@gmail.com,,9939b6f3-999e-485e-b689-8de73c6d63eb,Prince and long trucking llc,+1 785-844-5001,Kansas (KS),d340d985-98db-4a7d-9a7a-5ce45fee747b,2026-01-14T14:57:11.952193+00:00,Involuntary Removal,None,Active,15125 Prairie View Cir,2023-04-06T15:06:48.658774+00:00,,66547-9623
Senatobia,US,"Prime Manufacturing Services, LLC",admin@useprimeservices.com,,647a1709-c3e8-469d-a8d9-aae31c768019,"Prime Manufacturing Services, LLC",+1 662-562-2138,Mississippi (MS),b9dba496-3c79-439b-b0de-fa3f60f208a6,2026-01-14T14:49:08.492162+00:00,Involuntary Removal,None,Active,22881 MS-4 East,2025-08-14T15:55:32.486247+00:00,http://www.useprimeservices.com,38668
Dallas,US,Prime Limo and Car Service,hr@primelimo.com,,c62e6ba6-b45f-4f01-9674-056107a1ef52,PRIME EXECUTIVE TRANSPORTATION LLC,+1 214-256-6725,Texas (TX),3c989e74-a82d-4d67-8cd2-eb088e0eeda4,2025-11-04T13:57:24.38767+00:00,Involuntary Removal,None,Active,2230 Joe Field Rd,2022-12-21T15:44:13.971778+00:00,https://www.primelimo.com/,75229
Cleveland,US,,,,15e2c782-b527-4fc8-9365-389d248e6887,Prime CDL training center LLC,,Ohio (OH),5cf7c92a-76ff-4033-8fea-fe93cddd5eac,2025-10-29T15:33:30.108772+00:00,Administrative Removal,None,Active,,2025-08-14T13:13:27.443338+00:00,,44130-1135
Clifton,US,"Primary Driving School, LLC",primarydrivingschool@hotmail.com,+1 973-272-3477,7c0c297e-83c3-46f4-99b9-e5ed9f772ab1,"Primary Driving School, LLC",+1 973-272-6636,New Jersey (NJ),56f9505c-559b-47a7-85b4-6eee0183694c,2026-01-14T14:18:24.572891+00:00,Involuntary Removal,None,Active,311 Crooks Ave,2024-08-02T20:00:48.841499+00:00,http://www.primarydrivingschool.com,07011
Macon,US,,stacy@primindustrial.com,,a582999e-b606-4adf-893a-80fe106116fa,Prim Industrial contractors,+1 478-742-0420,Georgia (GA),5f1ca131-9083-49d5-b8d9-634337b514fd,2025-11-04T14:05:37.53735+00:00,Involuntary Removal,None,Active,10724 Estes Rd,2023-06-21T15:44:17.9092+00:00,,31210
