ProviderId,ProviderUpdatedOn,Id,Name,PhoneNumber,Email,UpdatedOn,Status,RequestType,PhysicalState,StreetAddress,City,RemoveReason,ZipCode,Country,DBA,Website,FaxNumber
7ae79276-4640-4fe5-91eb-5e01a0592ca4,2025-11-06T18:36:26.808271+00:00,1878ea27-cfbc-497d-8458-505639420276,North Dakota Forest Service,+1 701-228-3700,mitchell.thompson@ndsu.edu,2023-03-01T16:55:28.049561+00:00,Active,None,North Dakota (ND),1037 Forestry Dr,Bottineau,No longer providing training,58318-1511,US,,,
40634d2c-2316-42c4-8440-d1f3a8138e57,2025-11-06T17:58:29.023605+00:00,98bdfea2-5ed3-428a-a468-37d4da1b9b95,Norris City-Omaha-Enfield CUSD,+1 618-378-3222,jjackson@ncoeschools.org,2023-06-22T19:23:31.269069+00:00,Active,None,Illinois (IL),409 E Third Street,Norris City,No longer providing training,62869,US,Norris City-Omaha-Enfield CUSD,,+1 618-378-3286
73616b0a-c811-406a-8f21-0a8ff946a900,2025-11-06T18:33:36.786879+00:00,4387fc16-a9a6-4fb6-b2f3-fddbe796e2bc,New Hanover County Sheriff Office,,,2023-02-24T16:24:34.556198+00:00,Active,None,North Carolina (NC),,Castle Hayne,No longer providing training,28429-6109,US,,,
ff0e96bc-9f43-4e8a-b457-d42064e109fd,2025-11-06T20:10:35.823066+00:00,38a3988f-101e-4923-baea-35aafea09a44,"Nelson & Sons Construction Co., Inc.",+1 360-668-3800,info@teamnelsoninc.com,2022-04-21T11:36:25.394867+00:00,Active,None,Washington (WA),21820 87th AVE SE,Woodinville,No longer providing training,98072,US,Team Nelson,https://teamnelsoninc.com/,
dc5202f5-f939-40c7-87b5-60b4808dd6b3,2025-12-15T15:03:57.490979+00:00,2c865ecc-b1ad-4636-ae46-99a5c5a6389b,NATIONAL OUTDOOR LEADERSHIP SCHOOL,+1 307-332-1423,tom_sweet@nols.edu,2022-01-06T16:59:16.316492+00:00,Active,None,Wyoming (WY),502 Lincoln,Lander,No longer providing training,82520,US,NOLS,,+1 307-332-1389
e86f4cc7-3981-442c-8bb2-bfcd78840555,2025-08-12T20:04:47.923148+00:00,91ad2572-adcd-4d4a-82a6-90ca2c534056,National Frontier Logistics LLC,+1 347-536-0979,nationalfrontierlogistics@gmail.com,2024-05-29T12:25:38.594303+00:00,Active,None,Pennsylvania (PA),5510 Whitaker Ave,Philadelphia,Involuntary Removal,19124,US,Frontier CDL School,https://www.frontiercdl.com/,
f7f76b68-f905-4bf9-9dea-42deb1cc1c6d,2025-11-06T20:05:15.111084+00:00,2293a4a1-3f6b-4eec-a514-3c78392dbdf1,NA,+1 229-415-2999,danmaruyama@hotmail.com,2023-06-16T14:20:45.893715+00:00,Active,None,Utah (UT),3561 S BUMBLEBEE DR,Cedar City,No longer providing training,84720,US,,,
69d29252-6ad4-4189-96e9-030ff26d30bc,2025-11-06T18:25:14.090229+00:00,6b56d025-baf1-4de8-bbe5-e25490532890,MVM Contracting Inc,+1 701-205-1330,dot@mvmcontracting.com,2024-02-05T20:34:25.002866+00:00,Active,None,North Dakota (ND),3350 35th ave S,Fargo,No longer providing training,58104,US,,,
2d78093e-ec6f-479a-a44a-b076f4b12387,2025-11-17T19:52:30.98391+00:00,a712bca0-15d0-4c00-98d7-73d6ef1e52df,Motor Coach Industries,+1 214-208-6608,scott.crawford@mcicoach.com,2021-11-01T15:11:01.932662+00:00,Active,None,Kentucky (KY),7001 Universal Coach Drive,Louisville,No longer providing training,40258,US,MCI,https://www.mciacademy.com,
aabb12bd-1a9f-4218-81cd-20e89375c68e,2025-11-17T20:00:34.511753+00:00,782379d9-ee60-4325-a67c-532fc3272a5d,Morgantown Utility Board,+1 304-292-2476,jmcdonald@mub.org,2022-05-05T12:18:05.379552+00:00,Active,None,West Virginia (WV),278 Green Bag Road,Morgantown,No longer providing training,26501,US,,https://mub.org,+1 304-292-0187
c368cf18-55f5-498d-b63b-60df1238a46b,2025-11-17T20:01:38.935847+00:00,f291764a-dcc2-4bdf-88e3-2f1db466dbf7,"Moose River Energy, LLC",+1 207-668-3192,laura@hallandsmithenergy.com,2023-05-30T19:06:21.507451+00:00,Active,None,Maine (ME),407 Main St,jackman,No longer providing training,04945,US,Hall and Smith Energy,,
3f66daab-a4f2-4aab-9ae6-649ed7fa56c3,2024-07-18T12:32:49.828493+00:00,601c4a9b-8e20-4177-8148-29eac4096f6e,Moham Truck Driver Training,+1 469-868-0422,info@gottagetacdl.com,2024-05-15T13:42:08.06581+00:00,Active,None,Texas (TX),4737 Village Fair Dr Ste 104,Dallas,Set In-Review,75237,US,,http://www.gottagetacdl.com,+1 214-792-9266
d8954bbc-f2eb-4e5a-ba25-8cbeb8c8b4cb,2025-11-06T19:42:21.086669+00:00,e427e613-7faf-4148-954d-58972627e8c8,Midway Underground LLC,+1 360-608-9923,max@midwayundergroundllc.com,2024-06-28T12:35:59.938637+00:00,Active,None,Washington (WA),980 Jackson Hwy S,Toledo,No longer providing training,98591-9418,US,Midway Underground LLC,http://Midwayundergroundllc.com,
8af79a50-e68d-4e12-927d-944428bfd99c,2025-11-06T18:42:30.112877+00:00,9be9f243-57c3-4040-becf-fda018212dad,Mayers Charter Service Inc.,+1 320-256-4479,mayers_inc@yahoo.com,2022-03-23T19:13:16.84642+00:00,Active,None,Minnesota (MN),37264 County Road 13,Melrose,No longer providing training,56352,US,,,+1 320-256-4480
e9f801e9-d4d3-4802-b21b-e03c2c2fd964,2025-11-06T19:55:44.045445+00:00,6e5680ca-330e-4abf-83f4-a50b50fb76bd,MARTY ELAZER CAPP KING MECHANICAL LLC,+1 803-493-0749,ckexpressllc24.7@gmail.com,2024-03-12T18:50:52.275057+00:00,Active,None,South Carolina (SC),121 Cemetery St,Chester,No longer providing training,29706-1620,US,,,
090af176-8346-4ae8-aa34-09aa287b39dd,2025-07-01T19:19:36.556711+00:00,ae960a8a-2379-49fb-8307-b53c8d87c16c,M R Davison Logistics,+1 281-757-1765,admin@m-rdavisonlogistics.com,2022-03-29T23:30:34.475916+00:00,Active,None,Texas (TX),1438 Banbury Ct,Houston,Set In-Review,77073-4532,US,,,
a2987177-1c68-4763-9d34-a111fe19a76c,2025-12-29T19:09:24.122373+00:00,53c12cb2-72d4-43a6-9b9e-63ddb0b7bb9c,Lynnwood LLC,+1 267-223-0004,info@hotcdl.com,2024-02-22T16:10:23.86345+00:00,Active,None,Pennsylvania (PA),6801 New State Rd,Philadelphia,Set In-Review,19135,US,Hot CDL Training,http://hotcdl.com,
6bddb65a-b0f4-41b2-975d-998d59d57166,2025-11-06T18:26:27.377758+00:00,6f683546-621e-43b9-8fc0-6f1a5dbe834f,Little People's Country Academy of Arts & Education,+1 708-352-0609,admin@littlepeoplescountry.com,2025-09-26T15:57:04.852406+00:00,Active,None,Illinois (IL),211 W. Hillgrove Ave.,La Grange,No longer providing training,60525,US,,,+1 708-352-4149
40c8176e-da5b-4229-bf77-04993906def7,2025-11-06T17:58:35.383213+00:00,188f0809-9416-41ca-9718-f8a0e4e29a1c,Lebanon School District,+1 603-298-0832,pharthan@sau88.net,2024-05-20T17:34:46.261384+00:00,Active,None,New Hampshire (NH),82 Evans Dr,Lebanon,No longer providing training,03766,US,,,
92be834a-cbcd-4723-9a30-9ba99c29735a,2025-11-06T18:45:35.831418+00:00,6dbc5760-a127-4f1f-9fc1-f05149472c16,Laurel Springs Boro,+1 609-413-2708,wyates@laurelsprings-nj.com,2023-10-02T16:31:49.149352+00:00,Active,None,New Jersey (NJ),723 W Atlantic Ave,Laurel Springs,No longer providing training,08021-3145,US,Borough of Laurel Springs,,
befb25f8-5d57-4bdf-b80c-d53be6e03a25,2025-11-06T19:22:22.771217+00:00,9f94c83e-0886-4050-8414-68c8722ac8b5,LancasterBaptist Church,+1 661-946-4663,daniel.bass@lancasterbaptist.org,2022-10-13T17:41:31.006915+00:00,Active,None,California (CA),4020 E Lancaster Blvd,Lancaster,No longer providing training,93535,US,,,
ac0e62cc-2b51-4c4d-b59d-a0d94b9a519c,2025-12-24T11:16:05.080637+00:00,09e0aaa6-f7a3-4ef9-ba2d-558d61c1b884,Knight Enterprises Inc.,+1 215-368-6700,jpalmer@eventquip.com,2022-02-14T12:43:12.336825+00:00,Active,None,Pennsylvania (PA),1084 Bethlehem Pike,Montgomeryville,No longer providing training,18936,US,EventQuip,https://www.eventquip.com,
d18ec1e2-90af-4be2-a07d-34845e400960,2025-11-17T20:02:41.129146+00:00,89da5b21-48f1-412c-8c65-d90f0c339534,"Kingsbury Companies, LLC",+1 802-496-2205,rwobby@kingsburyco.com,2022-11-18T18:21:11.624482+00:00,Active,None,Vermont (VT),58 Center Rd,Middlesex,No longer providing training,05602,US,,,
7ce3eafd-ee98-496e-b1c0-fbfb3e8990a1,2026-01-12T16:07:47.647674+00:00,69e1c436-76a5-47de-8391-9bdaf107f49d,"King Limousine, LLC",+1 610-265-3050,reservations@kinglimoinc.com,2021-10-22T15:40:24.39168+00:00,Active,None,Pennsylvania (PA),370 Crooked Lane,King of Prussia,No longer providing training,19406,US,,,
dd818711-2c87-41e6-9da4-0b8c334b3cf8,2025-11-06T19:45:22.005275+00:00,ff59c952-046b-4854-9305-96feeb1faba1,KING BRIAN TRANSPORTATION CO,+1 978-398-4713,kingbriantranspo@gmail.com,2023-01-30T11:23:18.109356+00:00,Active,None,Massachusetts (MA),1R Newbury St,Peabody,No longer providing training,01960-4065,US,,,
aca8b5cd-0da6-46ec-ab71-2ceda79d3c6d,2025-07-01T19:15:29.364065+00:00,1f47a95f-ca79-43ca-aa61-cc77adf9bca5,"Kill Loads Transportation Company, LLC ",+1 435-216-2259,killloadstransport@gmail.com,2022-02-05T07:00:35.946355+00:00,Active,None,Connecticut (CT),15 woodsedge drive 3C,Newington,Set In-Review,06111,US,Kill Loads ,,
5f5781f9-3cce-4338-b20c-60302fbcac96,2025-11-06T18:20:18.077759+00:00,cd5fb3b1-34a1-48ff-a13f-9623544b1ef2,"Kelstin, Inc.",+1 419-342-5520,allison@kelstininc.com,2024-01-25T19:42:21.093118+00:00,Active,None,Ohio (OH),183 S. Gamble St,Shelby,No longer providing training,44875,US,NK1674,,
0274dc31-cdf8-4ca2-8cd0-a833bbe5c97b,2025-08-11T02:09:06.458064+00:00,71a2bae0-79d9-4eb3-8ed5-57c157062ab3,KEEP ON TRUCKIN' LLC,+1 913-839-7107,KEEPONDISPATCH@OUTLOOK.COM,2023-05-10T19:00:35.534536+00:00,Active,None,Kansas (KS),26540 W 303rd St,Paola,Involuntary Removal,66071-8440,US,,HTTP://WWW.KOTKC.COM,+1 913-273-2590
718bad8e-2b07-4804-9a83-ba37e499570e,2025-10-20T10:08:13.841351+00:00,96b97688-1ae0-4915-a7c0-6355950e89b5,K&D Global Investments LLC,+1 330-880-7071,Kmonkohio@gmail.com,2022-09-06T14:27:57.529302+00:00,Active,None,Ohio (OH),7098 Camp Rd,Homerville,Other,44235,US,Royal Workhorse Logistics,https://royalworkhorse.wixsite.com/fmcsa-eldt,
02403e3d-929e-4e32-96ab-926eb69de8a6,2025-11-06T17:29:38.178189+00:00,d9a26cbb-fb90-44d3-aff7-b67d5e105453,Jr's Harvesting Inc.,+1 605-228-5356,jrsharvesting@yahoo.com,2022-04-26T12:17:48.987082+00:00,Active,None,South Dakota (SD),32025 108th St,Eureka,No longer providing training,57437-6015,US,,,
419e28fe-b9ab-4ff4-bea7-70047d786e55,2025-12-16T14:33:42.670896+00:00,8725e9f1-8e69-4758-b3de-9c1352fd0169,"Jones Auto Parts Plus, Inc.",+1 814-672-5121,billandrhoda87@aol.com,2022-01-05T16:56:45.928719+00:00,Active,None,Pennsylvania (PA),1921 Dorsey Ave,Irvona,No longer providing training,16656,US,"Jones Auto Parts Plus, Inc.",,+1 814-672-3957
2e9aefa5-982f-48f4-be6a-7302dc6aeceb,2025-07-01T19:14:43.251652+00:00,f4a181e2-7b95-4756-939a-af2536582628,Jax Transport llc,+1 909-747-5443,JaxTransportAZ@gmail.com,2021-12-09T12:08:55.797673+00:00,Active,None,California (CA),32300 San Timoteo Canyon Rd Ste108,Redlands,Set In-Review,92373,US,,,
768be75f-db48-47f0-b494-87f9b0d159ca,2025-11-06T18:34:49.590452+00:00,a12ba34a-2f4d-4c4d-a1ec-7c8b8f1b9696,Indiana Association of Seventh day Adventist Inc.,+1 317-844-6201,treasury@indysda.org,2023-09-26T13:56:06.243516+00:00,Active,None,Indiana (IN),15205 Westfield Blvd,Carmel,No longer providing training,46032,US,Indiana Academy,,
88edb6c5-9d23-407b-9788-134f7abbbf4c,2025-08-16T01:18:38.746987+00:00,a3976824-9370-484b-a43a-f65add2afc5c,Independence Driving School & CDL Center LLC,+1 570-894-3676,contact@independencedrivingschool.com,2024-09-26T17:57:52.684203+00:00,Active,None,Pennsylvania (PA),2756 Rimrock Dr,Stroudsburg,Involuntary Removal,18360,US,Independence Driving School,,
729b8857-ad35-4131-9853-2d11c39f82b7,2025-11-06T18:33:13.87219+00:00,9111cd19-7815-419e-9c8f-d91809e17c14,Huddleston Machinery Moving Inc,+1 816-231-4147,huddlestonkc@hmmkc.com,2023-02-27T14:24:12.363895+00:00,Active,None,Missouri (MO),7800 E 12th St,Kansas City,No longer providing training,64126-2375,US,,http://huddlestonmachinerymoving.com/,
2944e81b-b26d-46c6-b45b-ea9275c4d58d,2025-12-08T19:30:20.27634+00:00,10d66cb1-bc69-495e-a85a-38a597a446fa,Houck Construction materials Inc.,+1 503-463-7177,david@houckco.com,2025-12-08T19:30:20.276342+00:00,Active,None,Oregon (OR),4444 22nd Ave NE,Salem,No longer providing training,97301-2371,US,,,
39cab11d-6cb0-4892-b586-ce66458f488f,2025-11-06T17:55:47.557886+00:00,e6e1f105-8c95-42b0-8c42-afe408fe1430,Hoosick Falls Central School,+1 518-879-4172,stellerj@hoosickfallscsd.org,2022-07-26T13:20:27.412976+00:00,Active,None,New York (NY),21187 State Route 22,Hoosick Falls,No longer providing training,12090,US,Hoosick Falls Central School,,
7d03bcae-e17a-4da4-af8e-75c1f1524842,2025-12-03T16:38:12.967202+00:00,f6162f36-869a-412d-885a-9583f2fb10bc,Holland roofing of Cincinnati INC,+1 859-525-0887,ron.tucker@holandroofing.com,2025-12-03T16:38:12.967206+00:00,Active,None,Kentucky (KY),7450 Industrial Rd,Florence,No longer providing training,41042-2916,US,,,
c01931d1-63fb-440b-bacf-71f0513cf4a9,2025-11-06T19:23:20.843929+00:00,4fbbb3f5-8430-484c-893e-6557d7e9db6f,Hinckley-Big Rock CUSD #429,+1 815-286-7578,jsonntag@hbr429.org,2025-01-09T19:11:05.072866+00:00,Active,None,Illinois (IL),700 E Lincoln Ave,Hinckley,No longer providing training,60520,US,,https://www.hbr429.org/,
7ecdd879-e989-4808-95c0-ea8c4bfef4ae,2025-11-06T18:38:01.418787+00:00,166f73fb-70e2-4b21-be7f-c7da28030bbd,Hawaii Business Consultants,+1 808-960-5676,Hawaiibusinessconsultants@gmail.com,2023-05-30T15:25:20.264373+00:00,Active,None,Hawaii (HI),2450 Kekuanaoa St.,Hilo,No longer providing training,96720,US,Hawaii Business Consultants,,
249ffa67-1334-454c-b75e-ebaf63e96039,2025-11-17T19:52:06.547821+00:00,317aa08b-7ae1-407b-a892-e09a7de49339,Harold A Taylor Jr,+1 304-863-8700,wcw@casinternet.net,2024-08-08T19:59:33.733681+00:00,Active,None,West Virginia (WV),173 Cumberland Rd,Parkersburg,No longer providing training,26101,US,Wood County Waste,http://www.woodcountywaste.com,+1 304-861-0300
1a10da49-163a-4d3f-b78d-5cb732a23035,2026-01-05T16:15:55.101507+00:00,108160e5-ccd9-4119-99f1-a8035673a037,HAMILTON R2 SCHOOL DISTRICT,+1 816-583-2134,BATTAGLIA@HAMILTON.K12.MO.US,2021-12-20T15:58:37.779461+00:00,Active,None,Missouri (MO),419 S HUGHES STREET,HAMILTON ,No longer providing training,64644,US,,,
4107f70d-5d91-4cb8-8f11-0fe7a024794b,2026-01-05T19:56:38.1263+00:00,81fbf139-206c-4520-ac15-9ca987743a04,Hacienda La Puente Unified School District,+1 626-933-3825,Rjames@hlpusd.org,2024-01-23T19:35:17.852174+00:00,Active,None,California (CA),15959 E. Gale Ave.,City Of Industry,No longer providing training,91745,US,,https://www.hlpschools.org,
74a17469-dda9-4f97-b20b-8bedda9535f7,2026-01-08T20:48:15.058274+00:00,bd3b988b-097d-491a-b09b-a026fd59b56b,HabHab Trucking School LLC,+1 615-578-0636,fandklogistics@gmail.com,2022-11-16T20:04:05.893865+00:00,Active,None,Minnesota (MN),2021 E Hennepin Ave,Minneapolis,Involuntary Removal,55413-2700,US,,http://www.habhabtrucking.com,
a68da303-a052-414c-8bf2-9db03b5eeeba,2025-11-17T19:59:49.159032+00:00,bead699f-49ca-4739-9333-1e70b7ce3001,Grimes County Road and Bridge Department,+1 936-873-4436,jonathan.steiber@grimescountytexas.goc,2024-09-11T14:18:47.447843+00:00,Active,None,Texas (TX),1022 Hwy 90 S,Anderson,No longer providing training,77830,US,,,
495dfef6-d733-4e56-b733-26526cff32ff,2025-11-06T18:02:29.965265+00:00,a7f01c07-c025-4dbe-a14e-5e742d4185e5,"Grain Protection Services, L.L.C.",+1 785-502-8801,admin@grainps.com,2023-11-17T18:24:20.886027+00:00,Active,None,Kansas (KS),4737 W. Schilling Rd.,Salina,No longer providing training,67401,US,,,
bcccea4a-c363-45fc-930c-a86fa2bca3ab,2026-01-07T22:43:32.960615+00:00,463fd52a-577a-42c7-b30f-00d0c7db9af1,GIORGIOS THE MAIN EVENT LTD,+1 716-683-7455,jcaddyman@yahoo.com,2022-02-03T21:23:26.206221+00:00,Active,None,New York (NY),5464 GENESEE ST,LANCASTER,No longer providing training,14086,US,GIORGIOS LIMOUSINE SERVICE,,
c0518dea-e9d0-4691-91d1-1ada7ab46a22,2026-01-14T13:46:58.42495+00:00,d6a6a1b4-c02e-4ce3-ba5f-f86f657a0a09,Gilboa-Conesville Central School District,+1 607-588-9822,cfancher@gccs.us,2021-11-03T17:55:34.94184+00:00,Active,None,New York (NY),132 Wyckoff Rd.,GILBOA,No longer providing training,12076,US,,,
98b1abe9-5ddc-4754-9c72-4067ce93afd1,2025-11-17T19:58:49.917468+00:00,47c6e15b-4a18-4756-a107-51142669b45a,Gentle Giant Moving Company,+1 781-358-5183,ewelch@gentlegiant.com,2022-02-01T12:00:01.735995+00:00,Active,None,Massachusetts (MA),7 McKay Ave Fl 2,Winchester,No longer providing training,01890,US,,https://www.gentlegiant.com/,
766033ff-5501-479c-ac39-a2d2b381c804,2025-11-06T18:34:42.828291+00:00,3931d959-ae54-4dc2-86aa-d79c2f8237c8,Gasconade County R-1 School District,+1 573-486-2116,llause@hermann.k12.mo.us,2022-06-30T19:25:50.823324+00:00,Active,None,Missouri (MO),170 Blue Pride Drive,Hermann,No longer providing training,65041,US,Gasconade County R-1 School District,https://www.hermann.k12.mo.us/,
eb4343f7-e483-4924-9eb5-020a482a8593,2025-07-01T19:13:38.930686+00:00,45ee908e-5572-49b8-90e6-7114dbb74158,Garrido Carriers LLC,+1 956-521-9685,garridocarriers@outlook.com,2022-06-07T13:44:53.29638+00:00,Active,None,Texas (TX),5774 Buckeye Court,Brownsville,Set In-Review,78526,US,,,
b2582843-7ee6-40a8-a37f-6db9ca429ddf,2026-01-15T16:10:47.850927+00:00,dc957ffa-fd03-4293-89f3-e11edda159ee,Galena Park ISD,+1 832-386-2724,kbush@galenaparkisd.com,2024-01-17T16:36:17.847389+00:00,Active,None,Texas (TX),812 Normandy St.,Houston,No longer providing training,77015,US,,,
d6ae5c45-5e0a-47fc-86fb-6c8d5bf142be,2026-01-16T13:54:55.001894+00:00,8303db28-de5a-4899-8a88-761593edd08c,Fort Thomas Independent Schools,+1 859-815-2001,jon.stratton@fortthomas.kyschools.us,2024-02-23T14:16:49.474666+00:00,Active,None,Kentucky (KY),28 N. Fort Thomas Ave,Fort Thomas,Set In-Review,41075,US,Fort Thomas Independent Schools,,
947395b5-3f7c-4f48-a8bb-79155af51f7e,2025-11-17T19:59:06.323655+00:00,b763e205-8d89-4637-b9cb-abd331bd79f3,First Finish Line Services,+1 715-477-0033,finishlineservices180@gmail.com,2022-03-23T18:56:58.836179+00:00,Active,None,Wisconsin (WI),3939 State Hwy 17 N,Eagle River,No longer providing training,54521,US,First Finish Line Services,,
98c70122-0a3e-4185-945a-8ccbbc9724b2,2025-11-06T18:48:01.451821+00:00,438138e1-11eb-4f28-b01e-5e07d472379d,"Finnerty, LLC",+1 610-344-0794,tfinnerty@finnertyllc.com,2024-06-21T18:29:56.729632+00:00,Active,None,Pennsylvania (PA),701 S Franklin St,West Chester,No longer providing training,19382-3729,US,"Finnerty, LLC",,+1 484-266-0916
4ecdd533-7663-4ed2-aa28-4956c6d1e3b0,2025-12-05T19:09:09.702627+00:00,ff9e078a-42b8-450c-8c65-07584d4265a4,Excavating Inc.,+1 701-839-1817,minothr@excavatinginc.com,2025-12-05T19:09:09.70263+00:00,Active,None,North Dakota (ND),5820 Highway 2 E,Minot,No longer providing training,58701,US,,http://www.excavatinginc.com,+1 701-852-4257
af411c18-bfec-407b-b764-d8cbebb9507e,2025-11-06T19:11:31.149633+00:00,a5227a84-c5dd-40cf-a76d-39ff894b216d,Ernest Epley,+1 559-639-9517,erny.epley@gmail.com,2024-03-27T14:40:00.290085+00:00,Active,None,California (CA),45259 S. Grimmer Blvd.,Fremont,No longer providing training,94539,US,Ernest Epley,,
953aeb5c-ac44-46e1-a58a-533d6022382e,2025-12-29T11:42:48.328054+00:00,c512d53d-35a9-4ff3-b363-21e84ce9e968,Erlanger Elsmere School District,+1 859-727-2009,joe.lewis@erlanger.kyschools.us,2022-01-31T13:15:03.747586+00:00,Active,None,Kentucky (KY),500 GRAVES AVE,ERLANGER,No longer providing training,41018,US,,,+1 859-727-4980
a9148c31-dee3-4a88-bff9-6cc8be9f0922,2026-01-06T15:02:01.518914+00:00,bd5a7810-4588-430d-83bc-4cd87a714fe1,"Edwards Landclearing, INC.",+1 440-988-4477,smetro@edwardstree.com,2024-01-23T19:25:07.274317+00:00,Active,None,Ohio (OH),49090 Cooper Foster Park Rd,Amherst,No longer providing training,44001-9649,US,,,
94d057a9-eeb5-4f68-a96e-94cedb5e3dcd,2026-01-06T15:00:34.949408+00:00,8b52cbb7-69e2-49b1-9b52-2f2cb3db4ac5,East Grand School District,+1 970-235-8198,lisa.mirabito@egsd.org,2026-01-06T14:58:28.24016+00:00,Active,None,Colorado (CO),"303 County Rd 611, PO Box 125",Granby,No longer providing training,80446,US,Est Grand School District,,
1e32e8a9-8b23-43cd-8bdd-d204a6795a13,2025-11-06T17:41:17.201646+00:00,57ea676b-bd15-4555-82ce-6e07078f11e4,East Coventry Twp,+1 610-495-5443,rkolbeastcoventry@outlook.com,2022-06-22T11:57:31.202029+00:00,Active,None,Pennsylvania (PA),855 Ellis Woods Rd,Pottstown,No longer providing training,19465-8151,US,,,
dfe8a802-5d1c-4044-afb4-13df9e873240,2025-11-06T19:47:29.130635+00:00,64d36377-2b50-465a-8f17-6bf7df58ec12,Early View Academy of Excellence,+1 414-793-7416,lwills@earlyviewk12.org,2023-08-09T19:41:08.433865+00:00,Active,None,Wisconsin (WI),7132 Good Hope Rd,Milwaukee,No longer providing training,53223-4611,US,,,
9424813b-ba8d-4a4b-ab12-cb733640b5df,2025-12-15T17:06:26.527213+00:00,e71d75d1-0903-4313-a300-a32e8c4b5099,Eagle Nest Enterprises,+1 503-407-8531,dric288@gmail.com,2024-05-20T21:50:16.767265+00:00,Active,None,Oregon (OR),22826 se Eagle Nest Ln.,Eagle Creek,Set In-Review,97022,US,Eagle Nest Enterprises,,
0dad0518-b4c5-43c0-891b-4fd5d4de127c,2025-11-06T17:34:26.890995+00:00,69e1d5c4-1129-47cb-834d-8adabef6a45b,Dodge City Cooperative Exchange,+1 620-225-4193,vmaple@prideag.com,2022-09-08T14:27:32.163493+00:00,Active,None,Kansas (KS),908 W Frontview St,Dodge City,No longer providing training,67801-2233,US,Pride Ag Resources,,
012b47d2-9526-481c-9a28-bfc3c59acb26,2025-11-06T17:25:46.28269+00:00,36c4439e-8f45-4682-bb7d-f853eab35204,DIGN-4U Inc.,+1 509-989-0058,dign4u.randy@gmail.com,2022-04-18T12:07:17.178122+00:00,Active,None,Washington (WA),1925 W Hampton Rd.,Othello,No longer providing training,99344,US,DIGN-4U Inc.,,
92438cb3-6ea8-4742-a6fa-4c54af64b004,2025-11-06T18:45:13.682394+00:00,00564191-20ff-4e6b-8972-01a5ac3de4fc,Des Arc Public Schools,+1 870-256-4164,sherrellm@desarcschools.org,2023-09-06T16:23:00.691507+00:00,Active,None,Arkansas (AR),600 Main St,Des Arc,No longer providing training,72040,US,Public School,https://www.desarc.wmsc.k12.ar.us/,
cbba9ae1-2f3a-4dd1-9aaf-5abc3a77345a,2025-11-06T19:35:54.373345+00:00,ffd0b6aa-490b-4605-ab99-099cde11ff23,Delran Twp. Sewer utility,+1 856-461-5111,mjohnstondsa@comcast.net,2023-08-08T16:17:14.395946+00:00,Active,None,New Jersey (NJ),33 River Dr. and Norman Ave,Delran Twp. Sewer,No longer providing training,08075,US,Delran Twp.,,+1 856-461-3515
54c5ef4d-5af4-4b48-a594-0564298b9317,2025-11-06T18:10:42.60539+00:00,7e60500c-e21d-490d-87af-943614984efe,COPIAH COUNTY SCHOOLS,+1 601-894-1341,GEROME.LEFLORE@COPIAH.MS,2022-12-12T18:58:47.677676+00:00,Active,None,Mississippi (MS),254 W Gallatin St,Hazlehurst,No longer providing training,39083-3026,US,,,+1 601-894-2634
a3254739-6c3e-4f8b-8c95-069008d57cb5,2025-12-23T13:30:20.197267+00:00,8804e692-4780-4d75-ae55-72e5f0759858,Concord Township,+1 740-881-5338,nwilgus@concordtwp.org,2024-01-17T14:31:13.927359+00:00,Active,None,Ohio (OH),"7860 Dublin rd Delaware, Ohio 43015",Delaware,No longer providing training,43015,US,,,
e695b46b-e015-473b-a87c-2b0ebe18c2dd,2025-11-06T19:53:37.977532+00:00,e9464afb-f0ea-4772-8637-a05a51fccc7b,Cole Transportation Inc,+1 814-364-2661,coletransportationinc@gmail.com,2022-01-28T15:33:14.36624+00:00,Active,None,Pennsylvania (PA),103 Skyview Dr,Spring mills,No longer providing training,16875,US,Cole Transportation Inc,,
ab55bedf-3434-4df0-ac19-391efce1e741,2025-11-06T19:09:38.647883+00:00,3258d77e-0d0a-4f8d-b471-62635ea57e30,Cobert Safety Professionals LLC,+1 877-525-3748,jcobert@cobertsafetyprofessionals.com,2022-02-14T13:00:59.754436+00:00,Active,None,California (CA),5300 McFarlane Road,Sebastopol,No longer providing training,795472,US,SPABresources.com,http://www.cobertsafetyprofessionals.com/,
baf9a1de-2a74-4d2a-99f9-6c44f117c6eb,2025-12-11T17:11:10.584602+00:00,381970df-a002-49e9-887a-c5fb82605ca2,Clearview Contractors,+1 615-804-6090,ken@cvsign.com,2023-02-03T21:36:00.339916+00:00,Active,None,Tennessee (TN),524A Donelson Pike,Nashville,No longer providing training,37214,US,,,
5ec0d7bc-d0b6-4246-8265-5f062c073a19,2025-11-06T18:19:15.950401+00:00,89bb5e5c-a6e0-452a-977b-ae9b53b7c2c3,Clay County Highway Department,+1 785-630-0564,rshomper@claycountykansas.org,2022-03-10T13:44:29.369293+00:00,Active,None,Kansas (KS),1515 17th road,Clay Center,No longer providing training,67441,US,Clay County Highway Department,,
