City,Country,DBA,Email,FaxNumber,Id,Name,PhoneNumber,PhysicalState,ProviderId,ProviderUpdatedOn,RemoveReason,RequestType,Status,StreetAddress,UpdatedOn,Website,ZipCode
Bottineau,US,,mitchell.thompson@ndsu.edu,,1878ea27-cfbc-497d-8458-505639420276,North Dakota Forest Service,+1 701-228-3700,North Dakota (ND),7ae79276-4640-4fe5-91eb-5e01a0592ca4,2025-11-06T18:36:26.808271+00:00,No longer providing training,None,Active,1037 Forestry Dr,2023-03-01T16:55:28.049561+00:00,,58318-1511
Norris City,US,Norris City-Omaha-Enfield CUSD,jjackson@ncoeschools.org,+1 618-378-3286,98bdfea2-5ed3-428a-a468-37d4da1b9b95,Norris City-Omaha-Enfield CUSD,+1 618-378-3222,Illinois (IL),40634d2c-2316-42c4-8440-d1f3a8138e57,2025-11-06T17:58:29.023605+00:00,No longer providing training,None,Active,409 E Third Street,2023-06-22T19:23:31.269069+00:00,,62869
Castle Hayne,US,,,,4387fc16-a9a6-4fb6-b2f3-fddbe796e2bc,New Hanover County Sheriff Office,,North Carolina (NC),73616b0a-c811-406a-8f21-0a8ff946a900,2025-11-06T18:33:36.786879+00:00,No longer providing training,None,Active,,2023-02-24T16:24:34.556198+00:00,,28429-6109
Woodinville,US,Team Nelson,info@teamnelsoninc.com,,38a3988f-101e-4923-baea-35aafea09a44,"Nelson & Sons Construction Co., Inc.",+1 360-668-3800,Washington (WA),ff0e96bc-9f43-4e8a-b457-d42064e109fd,2025-11-06T20:10:35.823066+00:00,No longer providing training,None,Active,21820 87th AVE SE,2022-04-21T11:36:25.394867+00:00,https://teamnelsoninc.com/,98072
Lander,US,NOLS,tom_sweet@nols.edu,+1 307-332-1389,2c865ecc-b1ad-4636-ae46-99a5c5a6389b,NATIONAL OUTDOOR LEADERSHIP SCHOOL,+1 307-332-1423,Wyoming (WY),dc5202f5-f939-40c7-87b5-60b4808dd6b3,2025-12-15T15:03:57.490979+00:00,No longer providing training,None,Active,502 Lincoln,2022-01-06T16:59:16.316492+00:00,,82520
Philadelphia,US,Frontier CDL School,nationalfrontierlogistics@gmail.com,,91ad2572-adcd-4d4a-82a6-90ca2c534056,National Frontier Logistics LLC,+1 347-536-0979,Pennsylvania (PA),e86f4cc7-3981-442c-8bb2-bfcd78840555,2025-08-12T20:04:47.923148+00:00,Involuntary Removal,None,Active,5510 Whitaker Ave,2024-05-29T12:25:38.594303+00:00,https://www.frontiercdl.com/,19124
Cedar City,US,,danmaruyama@hotmail.com,,2293a4a1-3f6b-4eec-a514-3c78392dbdf1,NA,+1 229-415-2999,Utah (UT),f7f76b68-f905-4bf9-9dea-42deb1cc1c6d,2025-11-06T20:05:15.111084+00:00,No longer providing training,None,Active,3561 S BUMBLEBEE DR,2023-06-16T14:20:45.893715+00:00,,84720
Fargo,US,,dot@mvmcontracting.com,,6b56d025-baf1-4de8-bbe5-e25490532890,MVM Contracting Inc,+1 701-205-1330,North Dakota (ND),69d29252-6ad4-4189-96e9-030ff26d30bc,2025-11-06T18:25:14.090229+00:00,No longer providing training,None,Active,3350 35th ave S,2024-02-05T20:34:25.002866+00:00,,58104
Louisville,US,MCI,scott.crawford@mcicoach.com,,a712bca0-15d0-4c00-98d7-73d6ef1e52df,Motor Coach Industries,+1 214-208-6608,Kentucky (KY),2d78093e-ec6f-479a-a44a-b076f4b12387,2025-11-17T19:52:30.98391+00:00,No longer providing training,None,Active,7001 Universal Coach Drive,2021-11-01T15:11:01.932662+00:00,https://www.mciacademy.com,40258
Morgantown,US,,jmcdonald@mub.org,+1 304-292-0187,782379d9-ee60-4325-a67c-532fc3272a5d,Morgantown Utility Board,+1 304-292-2476,West Virginia (WV),aabb12bd-1a9f-4218-81cd-20e89375c68e,2025-11-17T20:00:34.511753+00:00,No longer providing training,None,Active,278 Green Bag Road,2022-05-05T12:18:05.379552+00:00,https://mub.org,26501
jackman,US,Hall and Smith Energy,laura@hallandsmithenergy.com,,f291764a-dcc2-4bdf-88e3-2f1db466dbf7,"Moose River Energy, LLC",+1 207-668-3192,Maine (ME),c368cf18-55f5-498d-b63b-60df1238a46b,2025-11-17T20:01:38.935847+00:00,No longer providing training,None,Active,407 Main St,2023-05-30T19:06:21.507451+00:00,,04945
Dallas,US,,info@gottagetacdl.com,+1 214-792-9266,601c4a9b-8e20-4177-8148-29eac4096f6e,Moham Truck Driver Training,+1 469-868-0422,Texas (TX),3f66daab-a4f2-4aab-9ae6-649ed7fa56c3,2024-07-18T12:32:49.828493+00:00,Set In-Review,None,Active,4737 Village Fair Dr Ste 104,2024-05-15T13:42:08.06581+00:00,http://www.gottagetacdl.com,75237
Toledo,US,Midway Underground LLC,max@midwayundergroundllc.com,,e427e613-7faf-4148-954d-58972627e8c8,Midway Underground LLC,+1 360-608-9923,Washington (WA),d8954bbc-f2eb-4e5a-ba25-8cbeb8c8b4cb,2025-11-06T19:42:21.086669+00:00,No longer providing training,None,Active,980 Jackson Hwy S,2024-06-28T12:35:59.938637+00:00,http://Midwayundergroundllc.com,98591-9418
Melrose,US,,mayers_inc@yahoo.com,+1 320-256-4480,9be9f243-57c3-4040-becf-fda018212dad,Mayers Charter Service Inc.,+1 320-256-4479,Minnesota (MN),8af79a50-e68d-4e12-927d-944428bfd99c,2025-11-06T18:42:30.112877+00:00,No longer providing training,None,Active,37264 County Road 13,2022-03-23T19:13:16.84642+00:00,,56352
Chester,US,,ckexpressllc24.7@gmail.com,,6e5680ca-330e-4abf-83f4-a50b50fb76bd,MARTY ELAZER CAPP KING MECHANICAL LLC,+1 803-493-0749,South Carolina (SC),e9f801e9-d4d3-4802-b21b-e03c2c2fd964,2025-11-06T19:55:44.045445+00:00,No longer providing training,None,Active,121 Cemetery St,2024-03-12T18:50:52.275057+00:00,,29706-1620
Houston,US,,admin@m-rdavisonlogistics.com,,ae960a8a-2379-49fb-8307-b53c8d87c16c,M R Davison Logistics,+1 281-757-1765,Texas (TX),090af176-8346-4ae8-aa34-09aa287b39dd,2025-07-01T19:19:36.556711+00:00,Set In-Review,None,Active,1438 Banbury Ct,2022-03-29T23:30:34.475916+00:00,,77073-4532
Philadelphia,US,Hot CDL Training,info@hotcdl.com,,53c12cb2-72d4-43a6-9b9e-63ddb0b7bb9c,Lynnwood LLC,+1 267-223-0004,Pennsylvania (PA),a2987177-1c68-4763-9d34-a111fe19a76c,2025-12-29T19:09:24.122373+00:00,Set In-Review,None,Active,6801 New State Rd,2024-02-22T16:10:23.86345+00:00,http://hotcdl.com,19135
La Grange,US,,admin@littlepeoplescountry.com,+1 708-352-4149,6f683546-621e-43b9-8fc0-6f1a5dbe834f,Little People's Country Academy of Arts & Education,+1 708-352-0609,Illinois (IL),6bddb65a-b0f4-41b2-975d-998d59d57166,2025-11-06T18:26:27.377758+00:00,No longer providing training,None,Active,211 W. Hillgrove Ave.,2025-09-26T15:57:04.852406+00:00,,60525
Lebanon,US,,pharthan@sau88.net,,188f0809-9416-41ca-9718-f8a0e4e29a1c,Lebanon School District,+1 603-298-0832,New Hampshire (NH),40c8176e-da5b-4229-bf77-04993906def7,2025-11-06T17:58:35.383213+00:00,No longer providing training,None,Active,82 Evans Dr,2024-05-20T17:34:46.261384+00:00,,03766
Laurel Springs,US,Borough of Laurel Springs,wyates@laurelsprings-nj.com,,6dbc5760-a127-4f1f-9fc1-f05149472c16,Laurel Springs Boro,+1 609-413-2708,New Jersey (NJ),92be834a-cbcd-4723-9a30-9ba99c29735a,2025-11-06T18:45:35.831418+00:00,No longer providing training,None,Active,723 W Atlantic Ave,2023-10-02T16:31:49.149352+00:00,,08021-3145
Lancaster,US,,daniel.bass@lancasterbaptist.org,,9f94c83e-0886-4050-8414-68c8722ac8b5,LancasterBaptist Church,+1 661-946-4663,California (CA),befb25f8-5d57-4bdf-b80c-d53be6e03a25,2025-11-06T19:22:22.771217+00:00,No longer providing training,None,Active,4020 E Lancaster Blvd,2022-10-13T17:41:31.006915+00:00,,93535
Montgomeryville,US,EventQuip,jpalmer@eventquip.com,,09e0aaa6-f7a3-4ef9-ba2d-558d61c1b884,Knight Enterprises Inc.,+1 215-368-6700,Pennsylvania (PA),ac0e62cc-2b51-4c4d-b59d-a0d94b9a519c,2025-12-24T11:16:05.080637+00:00,No longer providing training,None,Active,1084 Bethlehem Pike,2022-02-14T12:43:12.336825+00:00,https://www.eventquip.com,18936
Middlesex,US,,rwobby@kingsburyco.com,,89da5b21-48f1-412c-8c65-d90f0c339534,"Kingsbury Companies, LLC",+1 802-496-2205,Vermont (VT),d18ec1e2-90af-4be2-a07d-34845e400960,2025-11-17T20:02:41.129146+00:00,No longer providing training,None,Active,58 Center Rd,2022-11-18T18:21:11.624482+00:00,,05602
King of Prussia,US,,reservations@kinglimoinc.com,,69e1c436-76a5-47de-8391-9bdaf107f49d,"King Limousine, LLC",+1 610-265-3050,Pennsylvania (PA),7ce3eafd-ee98-496e-b1c0-fbfb3e8990a1,2026-01-12T16:07:47.647674+00:00,No longer providing training,None,Active,370 Crooked Lane,2021-10-22T15:40:24.39168+00:00,,19406
Peabody,US,,kingbriantranspo@gmail.com,,ff59c952-046b-4854-9305-96feeb1faba1,KING BRIAN TRANSPORTATION CO,+1 978-398-4713,Massachusetts (MA),dd818711-2c87-41e6-9da4-0b8c334b3cf8,2025-11-06T19:45:22.005275+00:00,No longer providing training,None,Active,1R Newbury St,2023-01-30T11:23:18.109356+00:00,,01960-4065
Newington,US,Kill Loads ,killloadstransport@gmail.com,,1f47a95f-ca79-43ca-aa61-cc77adf9bca5,"Kill Loads Transportation Company, LLC ",+1 435-216-2259,Connecticut (CT),aca8b5cd-0da6-46ec-ab71-2ceda79d3c6d,2025-07-01T19:15:29.364065+00:00,Set In-Review,None,Active,15 woodsedge drive 3C,2022-02-05T07:00:35.946355+00:00,,06111
Shelby,US,NK1674,allison@kelstininc.com,,cd5fb3b1-34a1-48ff-a13f-9623544b1ef2,"Kelstin, Inc.",+1 419-342-5520,Ohio (OH),5f5781f9-3cce-4338-b20c-60302fbcac96,2025-11-06T18:20:18.077759+00:00,No longer providing training,None,Active,183 S. Gamble St,2024-01-25T19:42:21.093118+00:00,,44875
Paola,US,,KEEPONDISPATCH@OUTLOOK.COM,+1 913-273-2590,71a2bae0-79d9-4eb3-8ed5-57c157062ab3,KEEP ON TRUCKIN' LLC,+1 913-839-7107,Kansas (KS),0274dc31-cdf8-4ca2-8cd0-a833bbe5c97b,2025-08-11T02:09:06.458064+00:00,Involuntary Removal,None,Active,26540 W 303rd St,2023-05-10T19:00:35.534536+00:00,HTTP://WWW.KOTKC.COM,66071-8440
Homerville,US,Royal Workhorse Logistics,Kmonkohio@gmail.com,,96b97688-1ae0-4915-a7c0-6355950e89b5,K&D Global Investments LLC,+1 330-880-7071,Ohio (OH),718bad8e-2b07-4804-9a83-ba37e499570e,2025-10-20T10:08:13.841351+00:00,Other,None,Active,7098 Camp Rd,2022-09-06T14:27:57.529302+00:00,https://royalworkhorse.wixsite.com/fmcsa-eldt,44235
Eureka,US,,jrsharvesting@yahoo.com,,d9a26cbb-fb90-44d3-aff7-b67d5e105453,Jr's Harvesting Inc.,+1 605-228-5356,South Dakota (SD),02403e3d-929e-4e32-96ab-926eb69de8a6,2025-11-06T17:29:38.178189+00:00,No longer providing training,None,Active,32025 108th St,2022-04-26T12:17:48.987082+00:00,,57437-6015
Irvona,US,"Jones Auto Parts Plus, Inc.",billandrhoda87@aol.com,+1 814-672-3957,8725e9f1-8e69-4758-b3de-9c1352fd0169,"Jones Auto Parts Plus, Inc.",+1 814-672-5121,Pennsylvania (PA),419e28fe-b9ab-4ff4-bea7-70047d786e55,2025-12-16T14:33:42.670896+00:00,No longer providing training,None,Active,1921 Dorsey Ave,2022-01-05T16:56:45.928719+00:00,,16656
Redlands,US,,JaxTransportAZ@gmail.com,,f4a181e2-7b95-4756-939a-af2536582628,Jax Transport llc,+1 909-747-5443,California (CA),2e9aefa5-982f-48f4-be6a-7302dc6aeceb,2025-07-01T19:14:43.251652+00:00,Set In-Review,None,Active,32300 San Timoteo Canyon Rd Ste108,2021-12-09T12:08:55.797673+00:00,,92373
Carmel,US,Indiana Academy,treasury@indysda.org,,a12ba34a-2f4d-4c4d-a1ec-7c8b8f1b9696,Indiana Association of Seventh day Adventist Inc.,+1 317-844-6201,Indiana (IN),768be75f-db48-47f0-b494-87f9b0d159ca,2025-11-06T18:34:49.590452+00:00,No longer providing training,None,Active,15205 Westfield Blvd,2023-09-26T13:56:06.243516+00:00,,46032
Stroudsburg,US,Independence Driving School,contact@independencedrivingschool.com,,a3976824-9370-484b-a43a-f65add2afc5c,Independence Driving School & CDL Center LLC,+1 570-894-3676,Pennsylvania (PA),88edb6c5-9d23-407b-9788-134f7abbbf4c,2025-08-16T01:18:38.746987+00:00,Involuntary Removal,None,Active,2756 Rimrock Dr,2024-09-26T17:57:52.684203+00:00,,18360
Kansas City,US,,huddlestonkc@hmmkc.com,,9111cd19-7815-419e-9c8f-d91809e17c14,Huddleston Machinery Moving Inc,+1 816-231-4147,Missouri (MO),729b8857-ad35-4131-9853-2d11c39f82b7,2025-11-06T18:33:13.87219+00:00,No longer providing training,None,Active,7800 E 12th St,2023-02-27T14:24:12.363895+00:00,http://huddlestonmachinerymoving.com/,64126-2375
Salem,US,,david@houckco.com,,10d66cb1-bc69-495e-a85a-38a597a446fa,Houck Construction materials Inc.,+1 503-463-7177,Oregon (OR),2944e81b-b26d-46c6-b45b-ea9275c4d58d,2025-12-08T19:30:20.27634+00:00,No longer providing training,None,Active,4444 22nd Ave NE,2025-12-08T19:30:20.276342+00:00,,97301-2371
Hoosick Falls,US,Hoosick Falls Central School,stellerj@hoosickfallscsd.org,,e6e1f105-8c95-42b0-8c42-afe408fe1430,Hoosick Falls Central School,+1 518-879-4172,New York (NY),39cab11d-6cb0-4892-b586-ce66458f488f,2025-11-06T17:55:47.557886+00:00,No longer providing training,None,Active,21187 State Route 22,2022-07-26T13:20:27.412976+00:00,,12090
Florence,US,,ron.tucker@holandroofing.com,,f6162f36-869a-412d-885a-9583f2fb10bc,Holland roofing of Cincinnati INC,+1 859-525-0887,Kentucky (KY),7d03bcae-e17a-4da4-af8e-75c1f1524842,2025-12-03T16:38:12.967202+00:00,No longer providing training,None,Active,7450 Industrial Rd,2025-12-03T16:38:12.967206+00:00,,41042-2916
Hinckley,US,,jsonntag@hbr429.org,,4fbbb3f5-8430-484c-893e-6557d7e9db6f,Hinckley-Big Rock CUSD #429,+1 815-286-7578,Illinois (IL),c01931d1-63fb-440b-bacf-71f0513cf4a9,2025-11-06T19:23:20.843929+00:00,No longer providing training,None,Active,700 E Lincoln Ave,2025-01-09T19:11:05.072866+00:00,https://www.hbr429.org/,60520
Hilo,US,Hawaii Business Consultants,Hawaiibusinessconsultants@gmail.com,,166f73fb-70e2-4b21-be7f-c7da28030bbd,Hawaii Business Consultants,+1 808-960-5676,Hawaii (HI),7ecdd879-e989-4808-95c0-ea8c4bfef4ae,2025-11-06T18:38:01.418787+00:00,No longer providing training,None,Active,2450 Kekuanaoa St.,2023-05-30T15:25:20.264373+00:00,,96720
Parkersburg,US,Wood County Waste,wcw@casinternet.net,+1 304-861-0300,317aa08b-7ae1-407b-a892-e09a7de49339,Harold A Taylor Jr,+1 304-863-8700,West Virginia (WV),249ffa67-1334-454c-b75e-ebaf63e96039,2025-11-17T19:52:06.547821+00:00,No longer providing training,None,Active,173 Cumberland Rd,2024-08-08T19:59:33.733681+00:00,http://www.woodcountywaste.com,26101
HAMILTON ,US,,BATTAGLIA@HAMILTON.K12.MO.US,,108160e5-ccd9-4119-99f1-a8035673a037,HAMILTON R2 SCHOOL DISTRICT,+1 816-583-2134,Missouri (MO),1a10da49-163a-4d3f-b78d-5cb732a23035,2026-01-05T16:15:55.101507+00:00,No longer providing training,None,Active,419 S HUGHES STREET,2021-12-20T15:58:37.779461+00:00,,64644
City Of Industry,US,,Rjames@hlpusd.org,,81fbf139-206c-4520-ac15-9ca987743a04,Hacienda La Puente Unified School District,+1 626-933-3825,California (CA),4107f70d-5d91-4cb8-8f11-0fe7a024794b,2026-01-05T19:56:38.1263+00:00,No longer providing training,None,Active,15959 E. Gale Ave.,2024-01-23T19:35:17.852174+00:00,https://www.hlpschools.org,91745
Minneapolis,US,,fandklogistics@gmail.com,,bd3b988b-097d-491a-b09b-a026fd59b56b,HabHab Trucking School LLC,+1 615-578-0636,Minnesota (MN),74a17469-dda9-4f97-b20b-8bedda9535f7,2026-01-08T20:48:15.058274+00:00,Involuntary Removal,None,Active,2021 E Hennepin Ave,2022-11-16T20:04:05.893865+00:00,http://www.habhabtrucking.com,55413-2700
Anderson,US,,jonathan.steiber@grimescountytexas.goc,,bead699f-49ca-4739-9333-1e70b7ce3001,Grimes County Road and Bridge Department,+1 936-873-4436,Texas (TX),a68da303-a052-414c-8bf2-9db03b5eeeba,2025-11-17T19:59:49.159032+00:00,No longer providing training,None,Active,1022 Hwy 90 S,2024-09-11T14:18:47.447843+00:00,,77830
Salina,US,,admin@grainps.com,,a7f01c07-c025-4dbe-a14e-5e742d4185e5,"Grain Protection Services, L.L.C.",+1 785-502-8801,Kansas (KS),495dfef6-d733-4e56-b733-26526cff32ff,2025-11-06T18:02:29.965265+00:00,No longer providing training,None,Active,4737 W. Schilling Rd.,2023-11-17T18:24:20.886027+00:00,,67401
LANCASTER,US,GIORGIOS LIMOUSINE SERVICE,jcaddyman@yahoo.com,,463fd52a-577a-42c7-b30f-00d0c7db9af1,GIORGIOS THE MAIN EVENT LTD,+1 716-683-7455,New York (NY),bcccea4a-c363-45fc-930c-a86fa2bca3ab,2026-01-07T22:43:32.960615+00:00,No longer providing training,None,Active,5464 GENESEE ST,2022-02-03T21:23:26.206221+00:00,,14086
GILBOA,US,,cfancher@gccs.us,,d6a6a1b4-c02e-4ce3-ba5f-f86f657a0a09,Gilboa-Conesville Central School District,+1 607-588-9822,New York (NY),c0518dea-e9d0-4691-91d1-1ada7ab46a22,2026-01-14T13:46:58.42495+00:00,No longer providing training,None,Active,132 Wyckoff Rd.,2021-11-03T17:55:34.94184+00:00,,12076
Winchester,US,,ewelch@gentlegiant.com,,47c6e15b-4a18-4756-a107-51142669b45a,Gentle Giant Moving Company,+1 781-358-5183,Massachusetts (MA),98b1abe9-5ddc-4754-9c72-4067ce93afd1,2025-11-17T19:58:49.917468+00:00,No longer providing training,None,Active,7 McKay Ave Fl 2,2022-02-01T12:00:01.735995+00:00,https://www.gentlegiant.com/,01890
Hermann,US,Gasconade County R-1 School District,llause@hermann.k12.mo.us,,3931d959-ae54-4dc2-86aa-d79c2f8237c8,Gasconade County R-1 School District,+1 573-486-2116,Missouri (MO),766033ff-5501-479c-ac39-a2d2b381c804,2025-11-06T18:34:42.828291+00:00,No longer providing training,None,Active,170 Blue Pride Drive,2022-06-30T19:25:50.823324+00:00,https://www.hermann.k12.mo.us/,65041
Brownsville,US,,garridocarriers@outlook.com,,45ee908e-5572-49b8-90e6-7114dbb74158,Garrido Carriers LLC,+1 956-521-9685,Texas (TX),eb4343f7-e483-4924-9eb5-020a482a8593,2025-07-01T19:13:38.930686+00:00,Set In-Review,None,Active,5774 Buckeye Court,2022-06-07T13:44:53.29638+00:00,,78526
Houston,US,,kbush@galenaparkisd.com,,dc957ffa-fd03-4293-89f3-e11edda159ee,Galena Park ISD,+1 832-386-2724,Texas (TX),b2582843-7ee6-40a8-a37f-6db9ca429ddf,2026-01-15T16:10:47.850927+00:00,No longer providing training,None,Active,812 Normandy St.,2024-01-17T16:36:17.847389+00:00,,77015
Fort Thomas,US,Fort Thomas Independent Schools,jon.stratton@fortthomas.kyschools.us,,8303db28-de5a-4899-8a88-761593edd08c,Fort Thomas Independent Schools,+1 859-815-2001,Kentucky (KY),d6ae5c45-5e0a-47fc-86fb-6c8d5bf142be,2026-01-16T13:54:55.001894+00:00,Set In-Review,None,Active,28 N. Fort Thomas Ave,2024-02-23T14:16:49.474666+00:00,,41075
Eagle River,US,First Finish Line Services,finishlineservices180@gmail.com,,b763e205-8d89-4637-b9cb-abd331bd79f3,First Finish Line Services,+1 715-477-0033,Wisconsin (WI),947395b5-3f7c-4f48-a8bb-79155af51f7e,2025-11-17T19:59:06.323655+00:00,No longer providing training,None,Active,3939 State Hwy 17 N,2022-03-23T18:56:58.836179+00:00,,54521
West Chester,US,"Finnerty, LLC",tfinnerty@finnertyllc.com,+1 484-266-0916,438138e1-11eb-4f28-b01e-5e07d472379d,"Finnerty, LLC",+1 610-344-0794,Pennsylvania (PA),98c70122-0a3e-4185-945a-8ccbbc9724b2,2025-11-06T18:48:01.451821+00:00,No longer providing training,None,Active,701 S Franklin St,2024-06-21T18:29:56.729632+00:00,,19382-3729
Minot,US,,minothr@excavatinginc.com,+1 701-852-4257,ff9e078a-42b8-450c-8c65-07584d4265a4,Excavating Inc.,+1 701-839-1817,North Dakota (ND),4ecdd533-7663-4ed2-aa28-4956c6d1e3b0,2025-12-05T19:09:09.702627+00:00,No longer providing training,None,Active,5820 Highway 2 E,2025-12-05T19:09:09.70263+00:00,http://www.excavatinginc.com,58701
Fremont,US,Ernest Epley,erny.epley@gmail.com,,a5227a84-c5dd-40cf-a76d-39ff894b216d,Ernest Epley,+1 559-639-9517,California (CA),af411c18-bfec-407b-b764-d8cbebb9507e,2025-11-06T19:11:31.149633+00:00,No longer providing training,None,Active,45259 S. Grimmer Blvd.,2024-03-27T14:40:00.290085+00:00,,94539
ERLANGER,US,,joe.lewis@erlanger.kyschools.us,+1 859-727-4980,c512d53d-35a9-4ff3-b363-21e84ce9e968,Erlanger Elsmere School District,+1 859-727-2009,Kentucky (KY),953aeb5c-ac44-46e1-a58a-533d6022382e,2025-12-29T11:42:48.328054+00:00,No longer providing training,None,Active,500 GRAVES AVE,2022-01-31T13:15:03.747586+00:00,,41018
Amherst,US,,smetro@edwardstree.com,,bd5a7810-4588-430d-83bc-4cd87a714fe1,"Edwards Landclearing, INC.",+1 440-988-4477,Ohio (OH),a9148c31-dee3-4a88-bff9-6cc8be9f0922,2026-01-06T15:02:01.518914+00:00,No longer providing training,None,Active,49090 Cooper Foster Park Rd,2024-01-23T19:25:07.274317+00:00,,44001-9649
Granby,US,Est Grand School District,lisa.mirabito@egsd.org,,8b52cbb7-69e2-49b1-9b52-2f2cb3db4ac5,East Grand School District,+1 970-235-8198,Colorado (CO),94d057a9-eeb5-4f68-a96e-94cedb5e3dcd,2026-01-06T15:00:34.949408+00:00,No longer providing training,None,Active,"303 County Rd 611, PO Box 125",2026-01-06T14:58:28.24016+00:00,,80446
Pottstown,US,,rkolbeastcoventry@outlook.com,,57ea676b-bd15-4555-82ce-6e07078f11e4,East Coventry Twp,+1 610-495-5443,Pennsylvania (PA),1e32e8a9-8b23-43cd-8bdd-d204a6795a13,2025-11-06T17:41:17.201646+00:00,No longer providing training,None,Active,855 Ellis Woods Rd,2022-06-22T11:57:31.202029+00:00,,19465-8151
Milwaukee,US,,lwills@earlyviewk12.org,,64d36377-2b50-465a-8f17-6bf7df58ec12,Early View Academy of Excellence,+1 414-793-7416,Wisconsin (WI),dfe8a802-5d1c-4044-afb4-13df9e873240,2025-11-06T19:47:29.130635+00:00,No longer providing training,None,Active,7132 Good Hope Rd,2023-08-09T19:41:08.433865+00:00,,53223-4611
Eagle Creek,US,Eagle Nest Enterprises,dric288@gmail.com,,e71d75d1-0903-4313-a300-a32e8c4b5099,Eagle Nest Enterprises,+1 503-407-8531,Oregon (OR),9424813b-ba8d-4a4b-ab12-cb733640b5df,2025-12-15T17:06:26.527213+00:00,Set In-Review,None,Active,22826 se Eagle Nest Ln.,2024-05-20T21:50:16.767265+00:00,,97022
Dodge City,US,Pride Ag Resources,vmaple@prideag.com,,69e1d5c4-1129-47cb-834d-8adabef6a45b,Dodge City Cooperative Exchange,+1 620-225-4193,Kansas (KS),0dad0518-b4c5-43c0-891b-4fd5d4de127c,2025-11-06T17:34:26.890995+00:00,No longer providing training,None,Active,908 W Frontview St,2022-09-08T14:27:32.163493+00:00,,67801-2233
Othello,US,DIGN-4U Inc.,dign4u.randy@gmail.com,,36c4439e-8f45-4682-bb7d-f853eab35204,DIGN-4U Inc.,+1 509-989-0058,Washington (WA),012b47d2-9526-481c-9a28-bfc3c59acb26,2025-11-06T17:25:46.28269+00:00,No longer providing training,None,Active,1925 W Hampton Rd.,2022-04-18T12:07:17.178122+00:00,,99344
Des Arc,US,Public School,sherrellm@desarcschools.org,,00564191-20ff-4e6b-8972-01a5ac3de4fc,Des Arc Public Schools,+1 870-256-4164,Arkansas (AR),92438cb3-6ea8-4742-a6fa-4c54af64b004,2025-11-06T18:45:13.682394+00:00,No longer providing training,None,Active,600 Main St,2023-09-06T16:23:00.691507+00:00,https://www.desarc.wmsc.k12.ar.us/,72040
Delran Twp. Sewer,US,Delran Twp.,mjohnstondsa@comcast.net,+1 856-461-3515,ffd0b6aa-490b-4605-ab99-099cde11ff23,Delran Twp. Sewer utility,+1 856-461-5111,New Jersey (NJ),cbba9ae1-2f3a-4dd1-9aaf-5abc3a77345a,2025-11-06T19:35:54.373345+00:00,No longer providing training,None,Active,33 River Dr. and Norman Ave,2023-08-08T16:17:14.395946+00:00,,08075
Hazlehurst,US,,GEROME.LEFLORE@COPIAH.MS,+1 601-894-2634,7e60500c-e21d-490d-87af-943614984efe,COPIAH COUNTY SCHOOLS,+1 601-894-1341,Mississippi (MS),54c5ef4d-5af4-4b48-a594-0564298b9317,2025-11-06T18:10:42.60539+00:00,No longer providing training,None,Active,254 W Gallatin St,2022-12-12T18:58:47.677676+00:00,,39083-3026
Delaware,US,,nwilgus@concordtwp.org,,8804e692-4780-4d75-ae55-72e5f0759858,Concord Township,+1 740-881-5338,Ohio (OH),a3254739-6c3e-4f8b-8c95-069008d57cb5,2025-12-23T13:30:20.197267+00:00,No longer providing training,None,Active,"7860 Dublin rd Delaware, Ohio 43015",2024-01-17T14:31:13.927359+00:00,,43015
Spring mills,US,Cole Transportation Inc,coletransportationinc@gmail.com,,e9464afb-f0ea-4772-8637-a05a51fccc7b,Cole Transportation Inc,+1 814-364-2661,Pennsylvania (PA),e695b46b-e015-473b-a87c-2b0ebe18c2dd,2025-11-06T19:53:37.977532+00:00,No longer providing training,None,Active,103 Skyview Dr,2022-01-28T15:33:14.36624+00:00,,16875
Sebastopol,US,SPABresources.com,jcobert@cobertsafetyprofessionals.com,,3258d77e-0d0a-4f8d-b471-62635ea57e30,Cobert Safety Professionals LLC,+1 877-525-3748,California (CA),ab55bedf-3434-4df0-ac19-391efce1e741,2025-11-06T19:09:38.647883+00:00,No longer providing training,None,Active,5300 McFarlane Road,2022-02-14T13:00:59.754436+00:00,http://www.cobertsafetyprofessionals.com/,795472
Nashville,US,,ken@cvsign.com,,381970df-a002-49e9-887a-c5fb82605ca2,Clearview Contractors,+1 615-804-6090,Tennessee (TN),baf9a1de-2a74-4d2a-99f9-6c44f117c6eb,2025-12-11T17:11:10.584602+00:00,No longer providing training,None,Active,524A Donelson Pike,2023-02-03T21:36:00.339916+00:00,,37214
Clay Center,US,Clay County Highway Department,rshomper@claycountykansas.org,,89bb5e5c-a6e0-452a-977b-ae9b53b7c2c3,Clay County Highway Department,+1 785-630-0564,Kansas (KS),5ec0d7bc-d0b6-4246-8265-5f062c073a19,2025-11-06T18:19:15.950401+00:00,No longer providing training,None,Active,1515 17th road,2022-03-10T13:44:29.369293+00:00,,67441
